src_type,category,subcategory,year,em_type,tons_per_day,population,TpDpCap
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nh3,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nh3,1.84483194,2826314.0,6.527342467963573e-07
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nh3,0.12351013,2826314.0,4.370007366485111e-08
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nh3,2.62759901,2826314.0,9.296911135846901e-07
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nh3,0.02806302,2826314.0,9.929193996137726e-09
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nh3,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nh3,4.69626665,2826314.0,1.66162239935124e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nh3,2.93254192,2826314.0,1.0375853213761811e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nh3,0.49881899,2826314.0,1.764910020613421e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nh3,0.91986624,2826314.0,3.254649837208463e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nh3,0.37036439,2826314.0,1.310414872515934e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nh3,0.06419286,2826314.0,2.2712571922298798e-08
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nh3,0.00810899,2826314.0,2.8691044236415346e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nh3,0.00952287,2826314.0,3.369360233859366e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nh3,0.0015162,2826314.0,5.364584402157722e-10
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nh3,0.01367095,2826314.0,4.837024477818105e-09
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nh3,0.00404796,2826314.0,1.4322400129638815e-09
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nh3,0.02651805,2826314.0,9.382556219867998e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,nh3,0.04301413,2826314.0,1.521916177749535e-08
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,nh3,0.001612,2826314.0,5.703541786227574e-10
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,nh3,0.02509756,2826314.0,8.879961674463631e-09
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,nh3,0.00012079,2826314.0,4.273764344655265e-11
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,nh3,0.00048078,2826314.0,1.7010848759196607e-10
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,nh3,0.0012973,2826314.0,4.59007739408997e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,nh3,0.00165296,2826314.0,5.848465527892513e-10
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,nh3,0.00052714,2826314.0,1.8651147749330048e-10
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,nh3,0.00110358,2826314.0,3.904661690102374e-10
MOBILE,ON-ROAD MOTOR VEHICLES,MOTOR HOMES (MH),2000,nh3,0.00986903,2826314.0,3.491837778817216e-09
MOBILE,OTHER MOBILE SOURCES,AIRCRAFT,2000,nh3,0.0,2826314.0,0.0
MOBILE,OTHER MOBILE SOURCES,TRAINS,2000,nh3,0.00103175,2826314.0,3.650514415595719e-10
MOBILE,OTHER MOBILE SOURCES,OCEAN GOING VESSELS,2000,nh3,0.00340736,2826314.0,1.20558437597521e-09
MOBILE,OTHER MOBILE SOURCES,COMMERCIAL HARBOR CRAFT,2000,nh3,0.0,2826314.0,0.0
MOBILE,OTHER MOBILE SOURCES,RECREATIONAL BOATS,2000,nh3,0.00342471,2826314.0,1.211723113567707e-09
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD RECREATIONAL VEHICLES,2000,nh3,6.779e-05,2826314.0,2.398530382682179e-11
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT,2000,nh3,0.0187859,2826314.0,6.646784469100037e-09
MOBILE,OTHER MOBILE SOURCES,OFF-ROAD EQUIPMENT (PERP),2000,nh3,0.00143001,2826314.0,5.059628901813457e-10
MOBILE,OTHER MOBILE SOURCES,FARM EQUIPMENT,2000,nh3,0.00039102,2826314.0,1.3834980826617283e-10
MOBILE,OTHER MOBILE SOURCES,FUEL STORAGE AND HANDLING,2000,nh3,0.0,2826314.0,0.0
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,BIOGENIC SOURCES,2000,nh3,0.46380001,2826314.0,1.64100666097256e-07
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,GEOGENIC SOURCES,2000,nh3,1.08720541,2826314.0,3.846725487684666e-07
NATURAL (NON-ANTHROPOGENIC),NATURAL SOURCES,WILDFIRES,2000,nh3,0.38456932,2826314.0,1.3606744332016894e-07
STATIONARY,FUEL COMBUSTION,ELECTRIC UTILITIES,2000,nox,6.67909648,2826314.0,2.3631827461492247e-06
STATIONARY,FUEL COMBUSTION,COGENERATION,2000,nox,0.30298531,2826314.0,1.0720157420583842e-07
STATIONARY,FUEL COMBUSTION,MANUFACTURING AND INDUSTRIAL,2000,nox,1.57439745,2826314.0,5.570497297894006e-07
STATIONARY,FUEL COMBUSTION,FOOD AND AGRICULTURAL PROCESSING,2000,nox,0.74561905,2826314.0,2.6381323872719025e-07
STATIONARY,FUEL COMBUSTION,SERVICE AND COMMERCIAL,2000,nox,1.75905971,2826314.0,6.223865111944391e-07
STATIONARY,FUEL COMBUSTION,OTHER (FUEL COMBUSTION),2000,nox,1.39683978,2826314.0,4.942266782813233e-07
STATIONARY,WASTE DISPOSAL,SEWAGE TREATMENT,2000,nox,0.03864882,2826314.0,1.3674637708336724e-08
STATIONARY,WASTE DISPOSAL,LANDFILLS,2000,nox,0.10938695,2826314.0,3.8703042195594684e-08
STATIONARY,WASTE DISPOSAL,INCINERATORS,2000,nox,0.00427851,2826314.0,1.5138126903097109e-09
STATIONARY,WASTE DISPOSAL,SOIL REMEDIATION,2000,nox,0.0,2826314.0,0.0
STATIONARY,WASTE DISPOSAL,OTHER (WASTE DISPOSAL),2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,LAUNDERING,2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,DEGREASING,2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,PRINTING,2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,ADHESIVES AND SEALANTS,2000,nox,0.0,2826314.0,0.0
STATIONARY,CLEANING AND SURFACE COATINGS,OTHER (CLEANING AND SURFACE COATINGS),2000,nox,0.0,2826314.0,0.0
STATIONARY,PETROLEUM PRODUCTION AND MARKETING,PETROLEUM MARKETING,2000,nox,0.00661365,2826314.0,2.3400266212459057e-09
STATIONARY,INDUSTRIAL PROCESSES,CHEMICAL,2000,nox,2.184e-05,2826314.0,7.72737919424381e-12
STATIONARY,INDUSTRIAL PROCESSES,FOOD AND AGRICULTURE,2000,nox,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,MINERAL PROCESSES,2000,nox,0.37792075,2826314.0,1.3371506138383776e-07
STATIONARY,INDUSTRIAL PROCESSES,METAL PROCESSES,2000,nox,0.00826186,2826314.0,2.9231925398239543e-09
STATIONARY,INDUSTRIAL PROCESSES,GLASS AND RELATED PRODUCTS,2000,nox,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,ELECTRONICS,2000,nox,0.0,2826314.0,0.0
STATIONARY,INDUSTRIAL PROCESSES,OTHER (INDUSTRIAL PROCESSES),2000,nox,0.02088288,2826314.0,7.388733169775191e-09
AREAWIDE,SOLVENT EVAPORATION,CONSUMER PRODUCTS,2000,nox,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ARCHITECTURAL COATINGS AND RELATED PROCESS SOLVENTS,2000,nox,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,PESTICIDES/FERTILIZERS,2000,nox,0.0,2826314.0,0.0
AREAWIDE,SOLVENT EVAPORATION,ASPHALT PAVING / ROOFING,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,RESIDENTIAL FUEL COMBUSTION,2000,nox,4.75950366,2826314.0,1.6839967745975854e-06
AREAWIDE,MISCELLANEOUS PROCESSES,FARMING OPERATIONS,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,CONSTRUCTION AND DEMOLITION,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,PAVED ROAD DUST,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,UNPAVED ROAD DUST,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FUGITIVE WINDBLOWN DUST,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,FIRES,2000,nox,0.0150585,2826314.0,5.327964267239946e-09
AREAWIDE,MISCELLANEOUS PROCESSES,MANAGED BURNING AND DISPOSAL,2000,nox,0.06550791,2826314.0,2.317785992639176e-08
AREAWIDE,MISCELLANEOUS PROCESSES,COOKING,2000,nox,0.0,2826314.0,0.0
AREAWIDE,MISCELLANEOUS PROCESSES,OTHER (MISCELLANEOUS PROCESSES),2000,nox,0.0,2826314.0,0.0
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY PASSENGER (LDA),2000,nox,43.00849256,2826314.0,1.5217167151279016e-05
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 1 (LDT1),2000,nox,11.11279836,2826314.0,3.931905074949209e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT DUTY TRUCKS - 2 (LDT2),2000,nox,23.21829914,2826314.0,8.215045865392168e-06
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM DUTY TRUCKS (MDV),2000,nox,9.657661,2826314.0,3.4170516793250853e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 1 (LHDGT1),2000,nox,2.63853461,2826314.0,9.335603227383793e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY GAS TRUCKS - 2 (LHDGT2),2000,nox,0.31897373,2826314.0,1.1285856065532705e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY GAS TRUCKS (MHDGT),2000,nox,1.02164325,2826314.0,3.614754942302943e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY GAS TRUCKS (HHDGT),2000,nox,0.64470536,2826314.0,2.2810818613926125e-07
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 1 (LHDDT1),2000,nox,3.76158351,2826314.0,1.3309149337264012e-06
MOBILE,ON-ROAD MOTOR VEHICLES,LIGHT HEAVY DUTY DIESEL TRUCKS - 2 (LHDDT2),2000,nox,1.10288945,2826314.0,3.902218401777014e-07
MOBILE,ON-ROAD MOTOR VEHICLES,MEDIUM HEAVY DUTY DIESEL TRUCKS (MHDDT),2000,nox,13.85308734,2826314.0,4.90146789776366e-06
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY HEAVY DUTY DIESEL TRUCKS (HHDDT),2000,nox,37.58648923,2826314.0,1.3298766248194644e-05
MOBILE,ON-ROAD MOTOR VEHICLES,MOTORCYCLES (MCY),2000,nox,0.36918117,2826314.0,1.3062284303867158e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY DIESEL URBAN BUSES (UBD),2000,nox,1.96718411,2826314.0,6.96024613684113e-07
MOBILE,ON-ROAD MOTOR VEHICLES,HEAVY DUTY GAS URBAN BUSES (UBG),2000,nox,0.00437214,2826314.0,1.546940644245473e-09
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - GAS (SBG),2000,nox,0.07315936,2826314.0,2.5885078586455717e-08
MOBILE,ON-ROAD MOTOR VEHICLES,SCHOOL BUSES - DIESEL (SBD),2000,nox,0.73496881,2826314.0,2.600449950005555e-07
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - GAS (OBG),2000,nox,0.20017862,2826314.0,7.08267446575292e-08
MOBILE,ON-ROAD MOTOR VEHICLES,OTHER BUSES - MOTOR COACH - DIESEL (OBC),2000,nox,0.45707579,2826314.0,1.617215178497506e-07
MOBILE,ON-ROAD MOTOR VEHICLES,ALL OTHER BUSES - DIESEL (OBD),2000,nox,0.59517314,2826314.0,2.105828085626721e-07
